Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2015,2017,2019
BWA,Botswana,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,91,83,99
BWA,Botswana,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,4.08,4.25,4.36
BWA,Botswana,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,78,68,82
BWA,Botswana,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,2.85,2.87,2.84
BWA,Botswana,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,98,89,93
BWA,Botswana,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,2.47,2.44,2.34
BWA,Botswana,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,61,70,67
BWA,Botswana,3534,"WEF Business environment, 1-7 (best)",Value,4.86,5.07,4.93
BWA,Botswana,3535,"WEF Business environment, 1-7 (best)",Rank,36,30,34
BWA,Botswana,3536,"WEF Safety and security pillar, 1-7 (best)",Value,5.15,,5.27
BWA,Botswana,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,84,,87
BWA,Botswana,3538,"WEF Health and hygiene, 1-7 (best)",Value,3.5,3.51,3.27
BWA,Botswana,3539,"WEF Health and hygiene, 1-7 (best)",Rank,118,118,118
BWA,Botswana,3540,"WEF Human resources and labour market, 1-7 (best)",Value,4.2,4.55,4.28
BWA,Botswana,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,100,72,92
BWA,Botswana,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,3.74,4.06,4.08
BWA,Botswana,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,83,83,94
BWA,Botswana,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,4.33,4.58,5.67
BWA,Botswana,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,89,70,28
BWA,Botswana,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,2.12,2.16,2.25
BWA,Botswana,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,118,118,121
BWA,Botswana,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,5.44,5.74,6.04
BWA,Botswana,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,14,13,14
BWA,Botswana,3554,"WEF Environmental sustainability, 1-7 (best)",Value,4.42,4.53,4.35
BWA,Botswana,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,37,36,58
BWA,Botswana,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,2.27,2.23,2.12
BWA,Botswana,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,91,87,103
BWA,Botswana,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,2.82,2.84,2.76
BWA,Botswana,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,105,89,100
BWA,Botswana,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,3.47,3.55,3.64
BWA,Botswana,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,91,84,84
BWA,Botswana,3562,"WEF Natural resources pillar, 1-7 (best)",Value,3.59,3.52,3.45
BWA,Botswana,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,41,50,47
BWA,Botswana,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.35,1.35,1.23
BWA,Botswana,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,102,106,116
CAN,Canada,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,4.92,4.97,5.05
CAN,Canada,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,10,,9
CAN,Canada,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,5.54,5.6,5.65
CAN,Canada,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,23,23,21
CAN,Canada,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,4.11,4.37,4.63
CAN,Canada,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,75,56,44
CAN,Canada,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,5.61,5.56,5.53
CAN,Canada,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,6,7,6
CAN,Canada,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,4.4,4.36,4.4
CAN,Canada,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,13,14,13
CAN,Canada,3534,"WEF Business environment, 1-7 (best)",Value,5.34,5.25,5.17
CAN,Canada,3535,"WEF Business environment, 1-7 (best)",Rank,16,23,25
CAN,Canada,3536,"WEF Safety and security pillar, 1-7 (best)",Value,6.05,,6.06
CAN,Canada,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,21,,21
CAN,Canada,3538,"WEF Health and hygiene, 1-7 (best)",Value,5.6,5.59,5.72
CAN,Canada,3539,"WEF Health and hygiene, 1-7 (best)",Rank,58,59,52
CAN,Canada,3540,"WEF Human resources and labour market, 1-7 (best)",Value,5.33,5.47,5.51
CAN,Canada,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,7,14,11
CAN,Canada,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,5.38,5.59,5.76
CAN,Canada,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,27,28,28
CAN,Canada,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,5,4.88,5.38
CAN,Canada,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,36,43,45
CAN,Canada,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,3.19,3.32,3.65
CAN,Canada,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,66,61,61
CAN,Canada,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,3.63,4.53,4.92
CAN,Canada,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,124,97,107
CAN,Canada,3554,"WEF Environmental sustainability, 1-7 (best)",Value,4.63,4.74,4.9
CAN,Canada,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,26,20,16
CAN,Canada,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,6.75,6.76,6.64
CAN,Canada,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,1,1,1
CAN,Canada,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,4.11,3.96,3.88
CAN,Canada,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,46,43,45
CAN,Canada,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,5.97,5.97,6.08
CAN,Canada,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,14,10,8
CAN,Canada,3562,"WEF Natural resources pillar, 1-7 (best)",Value,4.78,4.57,4.76
CAN,Canada,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,10,19,11
CAN,Canada,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,4.02,4.14,4.03
CAN,Canada,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,15,15,16
CHE,Switzerland,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,4.99,4.94,5.02
CHE,Switzerland,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,6,10,10
CHE,Switzerland,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,6.05,6.21,6.21
CHE,Switzerland,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,3,2,1
CHE,Switzerland,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,4.49,4.58,4.86
CHE,Switzerland,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,20,27,14
CHE,Switzerland,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,5.79,5.68,5.77
CHE,Switzerland,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,1,3,2
CHE,Switzerland,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,3.63,3.31,3.23
CHE,Switzerland,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,20,33,29
CHE,Switzerland,3534,"WEF Business environment, 1-7 (best)",Value,5.76,6,6
CHE,Switzerland,3535,"WEF Business environment, 1-7 (best)",Rank,5,3,3
CHE,Switzerland,3536,"WEF Safety and security pillar, 1-7 (best)",Value,6.32,,6.39
CHE,Switzerland,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,11,,4
CHE,Switzerland,3538,"WEF Health and hygiene, 1-7 (best)",Value,6.5,6.53,6.54
CHE,Switzerland,3539,"WEF Health and hygiene, 1-7 (best)",Rank,11,13,8
CHE,Switzerland,3540,"WEF Human resources and labour market, 1-7 (best)",Value,5.64,5.74,5.78
CHE,Switzerland,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,1,2,2
CHE,Switzerland,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,6.03,6.35,6.34
CHE,Switzerland,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,8,3,5
CHE,Switzerland,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,5.64,5.58,5.66
CHE,Switzerland,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,12,13,29
CHE,Switzerland,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,4.11,4.13,4.13
CHE,Switzerland,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,21,30,30
CHE,Switzerland,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,2.57,2.81,3.7
CHE,Switzerland,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,141,136,137
CHE,Switzerland,3554,"WEF Environmental sustainability, 1-7 (best)",Value,5.63,5.8,5.98
CHE,Switzerland,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,1,1,1
CHE,Switzerland,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,5.03,4.94,5.04
CHE,Switzerland,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,8,11,11
CHE,Switzerland,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,6,5.89,6.07
CHE,Switzerland,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,4,4,4
CHE,Switzerland,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,6.35,6.2,6.2
CHE,Switzerland,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,5,6,6
CHE,Switzerland,3562,"WEF Natural resources pillar, 1-7 (best)",Value,4.32,3.74,3.7
CHE,Switzerland,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,21,43,39
CHE,Switzerland,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,2.93,2.87,2.75
CHE,Switzerland,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,28,35,34
CHL,Chile,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,4.04,4.06,4.1
CHL,Chile,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,51,48,52
CHL,Chile,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,5.09,5.11,5.2
CHL,Chile,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,50,54,54
CHL,Chile,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,4.59,4.65,4.8
CHL,Chile,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,11,15,21
CHL,Chile,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,3.77,3.51,3.61
CHL,Chile,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,58,63,63
CHL,Chile,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,2.7,2.99,2.79
CHL,Chile,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,49,44,47
CHL,Chile,3534,"WEF Business environment, 1-7 (best)",Value,5.03,4.98,4.88
CHL,Chile,3535,"WEF Business environment, 1-7 (best)",Rank,29,33,36
CHL,Chile,3536,"WEF Safety and security pillar, 1-7 (best)",Value,5.98,,5.72
CHL,Chile,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,30,,49
CHL,Chile,3538,"WEF Health and hygiene, 1-7 (best)",Value,5.18,5.19,5.21
CHL,Chile,3539,"WEF Health and hygiene, 1-7 (best)",Rank,74,74,78
CHL,Chile,3540,"WEF Human resources and labour market, 1-7 (best)",Value,4.66,4.76,4.85
CHL,Chile,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,57,53,46
CHL,Chile,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,4.62,4.88,5.35
CHL,Chile,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,51,53,45
CHL,Chile,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,4.88,4.57,4.39
CHL,Chile,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,47,72,97
CHL,Chile,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,4.65,4.65,4.67
CHL,Chile,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,2,3,4
CHL,Chile,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,4.44,5.28,5.6
CHL,Chile,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,89,39,52
CHL,Chile,3554,"WEF Environmental sustainability, 1-7 (best)",Value,4.38,4.11,4.23
CHL,Chile,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,43,69,77
CHL,Chile,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,2.82,2.74,3.06
CHL,Chile,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,66,64,64
CHL,Chile,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,3.64,3.33,3.44
CHL,Chile,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,61,61,62
CHL,Chile,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,4.83,4.45,4.31
CHL,Chile,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,45,56,63
CHL,Chile,3562,"WEF Natural resources pillar, 1-7 (best)",Value,2.93,3.3,3.21
CHL,Chile,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,67,59,53
CHL,Chile,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,2.47,2.67,2.37
CHL,Chile,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,40,40,40
CHN,China,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,4.54,4.72,4.88
CHN,China,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,17,15,13
CHN,China,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,4.87,4.89,5.22
CHN,China,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,60,63,53
CHN,China,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,3.82,4.08,4.33
CHN,China,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,102,84,85
CHN,China,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,3.74,3.83,3.91
CHN,China,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,60,51,54
CHN,China,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,5.74,6.1,6.05
CHN,China,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,1,1,1
CHN,China,3534,"WEF Business environment, 1-7 (best)",Value,4.25,4.24,4.67
CHN,China,3535,"WEF Business environment, 1-7 (best)",Rank,80,92,53
CHN,China,3536,"WEF Safety and security pillar, 1-7 (best)",Value,5.47,,5.61
CHN,China,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,58,,59
CHN,China,3538,"WEF Health and hygiene, 1-7 (best)",Value,5.29,5.42,5.57
CHN,China,3539,"WEF Health and hygiene, 1-7 (best)",Rank,68,67,62
CHN,China,3540,"WEF Human resources and labour market, 1-7 (best)",Value,5.2,5.19,5.2
CHN,China,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,16,25,24
CHN,China,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,4.15,4.61,5.04
CHN,China,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,72,64,58
CHN,China,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,4.73,4.8,4.72
CHN,China,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,55,50,80
CHN,China,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,2.52,3,3.11
CHN,China,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,96,72,76
CHN,China,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,5.1,5.3,5.67
CHN,China,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,34,38,43
CHN,China,3554,"WEF Environmental sustainability, 1-7 (best)",Value,2.93,3.23,3.77
CHN,China,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,137,132,120
CHN,China,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,4.27,4.31,4.35
CHN,China,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,25,24,31
CHN,China,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,3.91,3.95,3.86
CHN,China,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,53,44,48
CHN,China,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,3.04,3.23,3.51
CHN,China,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,102,92,86
CHN,China,3562,"WEF Natural resources pillar, 1-7 (best)",Value,5.05,5.25,5.14
CHN,China,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,6,5,4
CHN,China,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,6.44,6.94,6.96
CHN,China,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,4,1,1
CIV,Cote d'Ivoire,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,3.05,3.16,3.11
CIV,Cote d'Ivoire,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,117,109,119
CIV,Cote d'Ivoire,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,3.62,3.83,4.04
CIV,Cote d'Ivoire,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,121,118,112
CIV,Cote d'Ivoire,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,3.4,3.69,3.6
CIV,Cote d'Ivoire,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,132,117,132
CIV,Cote d'Ivoire,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,2.87,2.78,2.5
CIV,Cote d'Ivoire,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,97,93,108
CIV,Cote d'Ivoire,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,2.28,2.36,2.31
CIV,Cote d'Ivoire,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,70,75,69
CIV,Cote d'Ivoire,3534,"WEF Business environment, 1-7 (best)",Value,4.13,4.32,4.34
CIV,Cote d'Ivoire,3535,"WEF Business environment, 1-7 (best)",Rank,91,81,81
CIV,Cote d'Ivoire,3536,"WEF Safety and security pillar, 1-7 (best)",Value,4.68,,4.56
CIV,Cote d'Ivoire,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,105,,121
CIV,Cote d'Ivoire,3538,"WEF Health and hygiene, 1-7 (best)",Value,3.08,2.56,3.29
CIV,Cote d'Ivoire,3539,"WEF Health and hygiene, 1-7 (best)",Rank,127,134,117
CIV,Cote d'Ivoire,3540,"WEF Human resources and labour market, 1-7 (best)",Value,3.29,3.74,4.01
CIV,Cote d'Ivoire,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,135,124,112
CIV,Cote d'Ivoire,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,2.94,3.54,4.02
CIV,Cote d'Ivoire,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,111,104,99
CIV,Cote d'Ivoire,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,3.31,3.53,3.91
CIV,Cote d'Ivoire,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,132,118,111
CIV,Cote d'Ivoire,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,1.76,2.62,2.64
CIV,Cote d'Ivoire,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,130,94,104
CIV,Cote d'Ivoire,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,4.46,4.35,5.11
CIV,Cote d'Ivoire,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,88,107,92
CIV,Cote d'Ivoire,3554,"WEF Environmental sustainability, 1-7 (best)",Value,4.09,4.28,4.12
CIV,Cote d'Ivoire,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,71,55,92
CIV,Cote d'Ivoire,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,2.04,2.18,2.07
CIV,Cote d'Ivoire,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,108,91,109
CIV,Cote d'Ivoire,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,3.31,3.2,2.79
CIV,Cote d'Ivoire,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,74,67,98
CIV,Cote d'Ivoire,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,3.26,2.95,2.64
CIV,Cote d'Ivoire,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,96,101,114
CIV,Cote d'Ivoire,3562,"WEF Natural resources pillar, 1-7 (best)",Value,3.3,3.45,3.33
CIV,Cote d'Ivoire,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,51,54,49
CIV,Cote d'Ivoire,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.27,1.26,1.29
CIV,Cote d'Ivoire,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,119,120,103
CMR,Cameroon,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,2.95,2.88,2.9
CMR,Cameroon,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,122,126,128
CMR,Cameroon,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,3.73,3.69,3.73
CMR,Cameroon,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,119,121,121
CMR,Cameroon,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,3.49,3.41,3.53
CMR,Cameroon,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,128,131,135
CMR,Cameroon,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,2.33,2.11,2.12
CMR,Cameroon,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,125,126,127
CMR,Cameroon,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,2.24,2.3,2.21
CMR,Cameroon,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,76,81,
CMR,Cameroon,3534,"WEF Business environment, 1-7 (best)",Value,3.96,4.01,3.96
CMR,Cameroon,3535,"WEF Business environment, 1-7 (best)",Rank,112,117,117
CMR,Cameroon,3536,"WEF Safety and security pillar, 1-7 (best)",Value,5.29,,4.68
CMR,Cameroon,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,77,,117
CMR,Cameroon,3538,"WEF Health and hygiene, 1-7 (best)",Value,3.32,3.14,2.81
CMR,Cameroon,3539,"WEF Health and hygiene, 1-7 (best)",Rank,120,121,128
CMR,Cameroon,3540,"WEF Human resources and labour market, 1-7 (best)",Value,4.2,4.35,4.4
CMR,Cameroon,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,98,88,82
CMR,Cameroon,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,1.89,2.67,2.8
CMR,Cameroon,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,136,122,129
CMR,Cameroon,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,3.42,2.76,3.74
CMR,Cameroon,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,128,132,116
CMR,Cameroon,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,1.8,1.8,1.8
CMR,Cameroon,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,129,127,131
CMR,Cameroon,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,4.83,4.99,4.95
CMR,Cameroon,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,60,58,106
CMR,Cameroon,3554,"WEF Environmental sustainability, 1-7 (best)",Value,3.93,4.11,4.39
CMR,Cameroon,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,82,70,51
CMR,Cameroon,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,1.79,1.63,1.68
CMR,Cameroon,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,126,127,132
CMR,Cameroon,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,2.6,2.25,2.49
CMR,Cameroon,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,117,120,112
CMR,Cameroon,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,2.59,2.44,2.2
CMR,Cameroon,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,123,119,127
CMR,Cameroon,3562,"WEF Natural resources pillar, 1-7 (best)",Value,3.18,3.29,3.23
CMR,Cameroon,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,55,60,52
CMR,Cameroon,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.29,1.3,1.19
CMR,Cameroon,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,112,114,119
COD,"Congo, Dem. Rep.",3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,,2.64,2.68
COD,"Congo, Dem. Rep.",3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,,133,136
COD,"Congo, Dem. Rep.",3526,"WEF Enabling environment subindex, 1-7 (best)",Value,,3.27,3.21
COD,"Congo, Dem. Rep.",3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,,132,138
COD,"Congo, Dem. Rep.",3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,,2.8,3.02
COD,"Congo, Dem. Rep.",3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,,136,140
COD,"Congo, Dem. Rep.",3530,"WEF Infrastructure subindex, 1-7 (best)",Value,,1.77,1.85
COD,"Congo, Dem. Rep.",3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,,136,137
COD,"Congo, Dem. Rep.",3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,,2.71,2.63
COD,"Congo, Dem. Rep.",3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,,55,53
COD,"Congo, Dem. Rep.",3534,"WEF Business environment, 1-7 (best)",Value,,4.08,3.61
COD,"Congo, Dem. Rep.",3535,"WEF Business environment, 1-7 (best)",Rank,,107,128
